MARCA;CATEGORIA;TRANSMISION;KILOMETRAJE;COLOR;VALOR MERCADO;PRECIO VENTA
Toyota;Double Cab;automatic;44257;white;21400;23000
Nissan;Sedan;automatic;31000;gray;17100;18250
Nissan;SUV;automatic;55481;silver;14650;16500
Acura;SUV;automatic;80198;silver;14150;14600
Nissan;SUV;;62156;black;14200;12500
Nissan;Sedan;automatic;52444;black;6550;7000
Honda;Coupe;automatic;59970;white;8650;9600
Ford;Sedan;automatic;80880;red;5950;6100
Honda;Sedan;automatic;153354;gray;5750;5600
Ford;Regular Cab;automatic;140738;white;4850;4100
Ford;SuperCab;automatic;107271;white;9525;8750
Dodge;Minivan;automatic;120071;silver;5950;4700
Jeep;SUV;automatic;109977;black;14250;10500
Mercedes-Benz;Sedan;automatic;34107;black;17050;16750
Nissan;Sedan;automatic;43729;silver;7800;9100
Honda;Minivan;automatic;82376;silver;15050;13500
Honda;Sedan;automatic;120844;silver;8400;8800
Ford;Sedan;automatic;108617;black;9725;7500
Jeep;SUV;automatic;96810;black;6100;5800
Hyundai;Sedan;automatic;60631;black;6550;7700
Toyota;SUV;automatic;76648;gray;13350;13900
MINI;Convertible;automatic;25601;red;12400;12250
Nissan;Sedan;automatic;82088;silver;9950;8800
Infiniti;G37 Convertible;automatic;25212;black;22000;24750
Nissan;Crew Cab;automatic;160351;silver;9525;8500
Ford;SUV;automatic;89856;black;18550;18600
Ford;Sedan;manual;90395;white;5675;5400
Mazda;Sedan;automatic;73406;white;8225;7000
Ford;Sedan;;110184;black;9475;7000
Ford;SUV;automatic;86804;black;9425;6700
Acura;SUV;automatic;100258;white;18550;18250
Lincoln;Wagon;automatic;99656;burgundy;12350;12400
Toyota;SUV;automatic;67475;black;26700;24500
Jeep;SUV;automatic;66137;silver;20600;19200
Nissan;Sedan;automatic;53207;black;11300;9600
Honda;Minivan;automatic;68318;black;14700;13250
Honda;Sedan;automatic;47601;gray;10350;10300
Acura;Sedan;automatic;69666;blue;16350;18200
ford;;automatic;237880;white;5150;6800
Volkswagen;Hatchback;manual;104035;black;9675;9200
Toyota;Sedan;automatic;105802;white;8225;9000
Mercedes-Benz;SUV;automatic;57483;black;26700;26250
ford;;automatic;93282;white;11450;8250
Toyota;Sedan;automatic;41304;white;9475;10300
Mazda;Sedan;;117982;gray;4750;5500
Honda;Sedan;automatic;71443;silver;9325;10000
;;automatic;;white;3700;2200
Toyota;CrewMax Cab;automatic;86735;white;18600;18000
Jeep;SUV;automatic;62594;red;19500;17500
Subaru;SUV;;89565;;10100;10000
Mercedes-Benz;Sedan;automatic;33638;black;37000;38000
Mercedes-Benz;Sedan;automatic;61131;black;21500;23250
Lincoln;SUV;automatic;42774;white;17600;17500
Mazda;Sedan;automatic;65910;black;8175;11000
Ford;SuperCab;automatic;87443;silver;10500;8600
Mercedes-Benz;Sedan;automatic;43888;white;21500;23500
Mercedes-Benz;Sedan;automatic;41155;black;48600;47000
Honda;Sedan;automatic;64175;white;8525;8100
Toyota;Sedan;automatic;38491;silver;8850;11100
Acura;SUV;automatic;126411;silver;14750;13000
Ford;Sedan;automatic;49974;blue;7075;7700
Ford;SuperCab;automatic;61616;white;19850;34250
Jeep;SUV;automatic;95161;orange;6075;6600
Nissan;SUV;automatic;40051;burgundy;16550;12500
Honda;Sedan;automatic;92060;silver;7400;8400
Toyota;SUV;automatic;112920;white;12250;11300
Honda;SUV;automatic;72985;white;17300;21000
Infiniti;G37 Convertible;automatic;45009;purple;19950;21000
Ford;SuperCrew;automatic;90017;white;17800;15000
Kia;Sedan;automatic;47266;white;7125;9000
Mercedes-Benz;Sedan;automatic;32005;white;17050;19000
Jeep;SUV;manual;106389;silver;14150;9900
Volkswagen;SUV;automatic;89705;white;8050;8600
pontiac;;automatic;75965;silver;7075;6000
Nissan;Wagon;manual;109785;blue;5125;5000
Honda;Minivan;automatic;79116;white;9825;12500
Ford;Minivan;automatic;48195;white;10750;9300
Mazda;Sedan;automatic;75707;gray;6825;8400
Mitsubishi;SUV;automatic;31776;black;8625;10100
Volkswagen;Sedan;manual;88181;white;7550;4500
Kia;Sedan;automatic;45439;silver;7650;6400
Hyundai;Hatchback;manual;69435;blue;3100;3100
Ford;Sedan;manual;84426;black;4950;4700
Scion;Wagon;automatic;85988;silver;7775;7300
Volkswagen;Hatchback;automatic;65937;white;7300;7100
Ford;Sedan;automatic;71555;gray;10500;10500
Jeep;SUV;automatic;77970;orange;6850;8900
Ford;Sedan;automatic;57155;green;6925;6100
Ford;Crew Cab;automatic;75647;white;30200;32000
Ford;SUV;automatic;83364;black;7400;8200
Ford;Van;automatic;125433;silver;10750;10500
Volvo;SUV;automatic;47650;white;20200;16000
Ford;Convertible;automatic;56296;red;10750;11400
Toyota;Sedan;automatic;39958;gold;8725;10500
Volkswagen;Hatchback;automatic;72408;white;7225;9400
Honda;Sedan;automatic;55424;black;11200;12500
Ford;SUV;automatic;51837;gray;9875;11000
Ford;SuperCrew;automatic;19591;blue;20200;11000
Audi;Wagon;automatic;78254;black;11800;14250
Kia;Wagon;;81113;green;7750;7600
Ford;Convertible;automatic;99133;white;8975;8600
GMC;SUV;automatic;43653;white;12600;15100
Nissan;Convertible;manual;71287;red;15950;17500
Honda;Hatchback;automatic;29870;white;15000;16750
Ford;SuperCrew;automatic;22200;black;30100;34250
Nissan;Sedan;automatic;94622;red;5250;5500
Hyundai;Sedan;automatic;33039;silver;7725;8500
Honda;Sedan;automatic;39673;blue;10400;11700
Mazda;Sedan;automatic;85861;gray;6300;8250
Toyota;SUV;automatic;91308;black;12800;13400
Ford;Sedan;automatic;106781;white;5050;900
Toyota;Hatchback;automatic;113815;silver;10550;10400
Honda;Sedan;automatic;69743;silver;8125;9800
Volvo;Wagon;automatic;58477;black;17100;18000
Honda;SUV;automatic;47337;gray;14850;16000
Toyota;Sedan;automatic;53075;silver;8425;10400
Honda;Minivan;automatic;62522;gray;10750;13000
Dodge;SUV;automatic;65963;black;8500;8800
Mercedes-Benz;Sedan;automatic;81926;black;31200;31000
Ford;SUV;automatic;85379;silver;12850;14300
Honda;Sedan;automatic;96183;silver;7400;8400
Infiniti;SUV;automatic;62838;white;27900;28250
Mazda;Sedan;automatic;55628;black;7975;7000
Toyota;Sedan;automatic;43285;white;9425;11000
Honda;Sedan;automatic;81054;gray;7950;9500
Nissan;Sedan;;55630;blue;6325;6800
Volvo;SUV;automatic;67725;blue;18350;15500
Dodge;SUV;automatic;124914;silver;5375;6100
Mercedes-Benz;Sedan;automatic;45188;silver;35800;36000
Kia;Sedan;automatic;57354;black;6825;7250
Mercedes-Benz;SUV;automatic;57938;green;21500;21750
Kia;Wagon;automatic;99273;white;6800;7300
Ford;Minivan;automatic;95910;white;8725;7000
Subaru;Hatchback;automatic;48391;charcoal;11250;10750
Land Rover;SUV;automatic;35561;white;35600;28500
Mercedes-Benz;SUV;automatic;77517;silver;16850;16500
Mercedes-Benz;SUV;automatic;54812;black;27000;26750
Honda;Coupe;automatic;99975;gray;7025;8900
Toyota;Sedan;automatic;92671;black;9800;9800
Land Rover;SUV;automatic;58341;black;15350;17500
Toyota;Sedan;automatic;88599;white;8800;8000
Jeep;SUV;automatic;61334;silver;12900;13200
Dodge;SUV;automatic;73745;black;8900;8600
Mitsubishi;Hatchback;automatic;95457;blue;6775;4000
Hyundai;Hatchback;manual;52373;white;3575;3600
Kia;SUV;automatic;93899;white;7650;7100
Infiniti;SUV;automatic;72694;white;24000;25750
Toyota;Wagon;automatic;72930;blue;13550;4500
Land Rover;SUV;automatic;47273;white;16400;15750
Toyota;CrewMax Cab;automatic;116604;gray;14300;14600
Mercedes-Benz;Sedan;automatic;45527;silver;48200;43000
Ford;Sedan;automatic;97238;white;4400;5100
Ford;SuperCab;automatic;141217;silver;9750;9350
Honda;Sedan;automatic;65214;blue;8250;8800
Infiniti;G37 Convertible;automatic;58266;white;18450;21000
Nissan;Sedan;automatic;54197;black;12100;10700
Hyundai;Sedan;automatic;126592;black;4025;2700
smart;Hatchback;automatic;36244;red;5300;3500
Pontiac;Coupe;automatic;123631;gray;3275;3600
Volkswagen;Hatchback;automatic;76639;black;8700;11300
GMC;SUV;automatic;103138;black;20100;17000
Toyota;SUV;automatic;193409;white;7725;7800
Cadillac;SUV;automatic;64944;black;25200;28000
Ford;SuperCrew;automatic;105312;white;16850;17300
Toyota;Sedan;automatic;134995;gray;6800;7000
Nissan;Hatchback;automatic;59665;blue;5850;4500
Mazda;Sedan;automatic;92488;blue;6225;7400
Chevrolet;SUV;automatic;156406;black;13950;14250
Audi;Sedan;automatic;59602;silver;14350;16000
Mercedes-Benz;SUV;automatic;73291;black;25400;24500
Ford;Regular Cab;automatic;312235;white;3050;2000
Chevrolet;Crew Cab;automatic;38822;white;22200;20000
Mercedes-Benz;SUV;automatic;51714;black;26300;27750
Dodge;SUV;automatic;104123;black;5450;5000
Chevrolet;Crew Cab;automatic;39498;white;22100;21000
Toyota;Sedan;automatic;79618;silver;6625;8200
Mazda;SUV;automatic;140689;white;6775;8000
Dodge;SUV;automatic;147998;gray;4250;4300
Ford;SUV;automatic;106874;silver;7575;7000
Ford;Sedan;automatic;96588;silver;5600;7300
Chevrolet;Crew Cab;automatic;74387;blue;18200;16500
BMW;Sedan;automatic;86571;gray;10950;11500
Mitsubishi;Sedan;manual;118427;gray;4625;6000
Nissan;Sedan;automatic;63858;gray;11800;12000
Honda;Sedan;automatic;133309;gray;6475;7800
Mercedes-Benz;SUV;automatic;71108;silver;18700;18500
Jaguar;Sedan;automatic;100856;green;13000;13250
BMW;Sedan;automatic;41128;black;17100;17800
BMW;SUV;automatic;79957;black;19400;18750
Honda;SUV;automatic;90637;white;11650;11700
BMW;Sedan;automatic;60755;white;12400;14500
Honda;SUV;automatic;84832;black;12950;9000
MINI;Hatchback;automatic;108096;gray;5825;4600
Cadillac;SUV;automatic;72247;blue;22600;25000
Mitsubishi;Sedan;automatic;51521;silver;5025;7600
Honda;Sedan;automatic;78127;gray;9575;11000
Ford;Sedan;automatic;56663;black;9025;8500
chevrolet;;automatic;93884;white;10900;10600
Toyota;Sedan;automatic;105473;red;7625;4400
Mercedes-Benz;Convertible;automatic;97527;black;14200;14000
Jaguar;Sedan;automatic;58637;red;18000;18600
Chevrolet;Sedan;automatic;101928;silver;7300;5000
Infiniti;SUV;automatic;73176;black;21800;23200
Mercedes-Benz;Sedan;automatic;69781;white;26300;30250
Toyota;Sedan;automatic;67321;silver;7500;7250
Audi;Sedan;automatic;91671;silver;10050;7800
Mercedes-Benz;Sedan;automatic;145017;gray;11700;9250
Mitsubishi;Sedan;manual;42211;black;8350;10800
Ford;SUV;automatic;111399;red;14150;9000
Volkswagen;Wagon;automatic;66069;gray;7400;8500
Mercedes-Benz;Sedan;automatic;95620;blue;13300;12300
Chevrolet;Sedan;automatic;127609;silver;4725;4500
Mercedes-Benz;SUV;automatic;59751;black;19500;19000
Chevrolet;Wagon;automatic;139959;silver;3300;3600
Chevrolet;Sedan;automatic;110430;silver;5100;6000
Nissan;Sedan;automatic;115429;blue;3825;2000
BMW;SUV;automatic;76020;black;18750;16750
BMW;Coupe;automatic;62568;black;28300;30250
Chevrolet;SUV;automatic;142899;black;14950;12500
Chrysler;Minivan;automatic;163365;red;4225;3400
Toyota;Sedan;automatic;152263;silver;6325;6300
Dodge;Minivan;automatic;65049;blue;8475;9400
Kia;Sedan;automatic;106090;gold;3475;3700
BMW;Sedan;automatic;162746;black;7200;6750
Kia;Wagon;automatic;49995;silver;7225;6500
Kia;SUV;automatic;68114;orange;9675;9800
BMW;Sedan;automatic;51562;white;27600;25600
Nissan;Sedan;automatic;51560;white;12350;13400
Toyota;Sedan;automatic;134470;black;7275;7000
Chrysler;Sedan;automatic;71042;white;5425;4000
Dodge;SUV;;99436;black;6500;4100
Chrysler;Minivan;automatic;95305;white;5875;5700
Toyota;Sedan;automatic;83334;white;6925;9100
Honda;Sedan;automatic;71988;black;7400;7100
Mercedes-Benz;SUV;automatic;43506;black;64000;66500
Chevrolet;Sedan;automatic;76092;red;3700;3900
Chevrolet;SUV;automatic;104184;burgundy;5750;4700
Ford;Sedan;automatic;94354;black;4750;3300
Nissan;Coupe;automatic;84969;silver;13650;13100
Ford;SuperCrew;automatic;87659;black;13250;15000
Nissan;SUV;automatic;91971;silver;11600;12800
GMC;SUV;automatic;124516;gray;9750;10300
Lincoln;Sedan;automatic;90270;blue;10550;10800
Chevrolet;Wagon;automatic;92302;gray;5725;5600
Jaguar;Sedan;automatic;55314;gray;18950;13000
Lincoln;Sedan;automatic;54466;silver;14300;15000
Kia;Sedan;automatic;106229;red;3275;2700
Mercedes-Benz;Convertible;automatic;59589;black;18750;15000
Chevrolet;SUV;automatic;132335;white;14350;15500
Volkswagen;Sedan;automatic;67232;black;10850;11100
Chevrolet;SUV;automatic;112297;black;15200;16000
Honda;Hatchback;automatic;44016;red;7425;8700
Ford;Wagon;automatic;91190;gray;10950;13250
Subaru;Hatchback;manual;64423;blue;15350;15000
Kia;Sedan;automatic;75430;black;4250;3500
Mercedes-Benz;Sedan;automatic;58123;gray;14850;17100
Toyota;Sedan;automatic;55475;red;8750;7600
Toyota;SUV;automatic;118067;gray;9075;9100
Toyota;Sedan;automatic;173082;silver;5825;6250
Mitsubishi;Sedan;automatic;74656;white;7775;8300
Dodge;Wagon;automatic;99593;blue;4625;4800
BMW;SUV;automatic;80986;white;18250;16500
Ford;Van;automatic;77473;white;12900;11750
Ford;Van;automatic;104102;white;9550;10200
Honda;Sedan;automatic;39080;silver;9800;12300
Hyundai;Sedan;automatic;65121;blue;3500;5300
Chrysler;Wagon;automatic;102710;black;3050;2300
Lexus;Sedan;automatic;91966;white;13000;13000
BMW;SUV;automatic;82850;black;19000;18750
Honda;Sedan;automatic;74029;green;11000;12000
Hyundai;Sedan;automatic;75030;white;7625;9400
BMW;Sedan;automatic;63409;white;27500;27500
Dodge;Coupe;manual;68356;white;17200;18500
Subaru;Hatchback;manual;106044;blue;11700;12500
Chevrolet;Crew Cab;automatic;78653;black;20100;24500
Honda;Minivan;automatic;87540;blue;11200;12500
Mercedes-Benz;Sedan;automatic;67439;silver;21800;24000
BMW;Sedan;automatic;91084;white;10750;11600
Kia;Sedan;automatic;77200;burgundy;6075;6000
Honda;Sedan;automatic;1;silver;9325;1000
Ford;Sedan;automatic;97159;silver;5025;3300
Toyota;Sedan;automatic;108512;silver;6550;6100
Hyundai;Sedan;automatic;93344;gray;5675;5900
Nissan;SUV;automatic;119943;gray;8275;8500
Volkswagen;Sedan;automatic;53435;white;7075;8900
Cadillac;Sedan;automatic;103052;white;9175;9000
Chrysler;Minivan;automatic;89624;green;8025;7000
Honda;Hatchback;automatic;124009;black;6475;5800
Kia;Sedan;automatic;114879;silver;3150;4200
Toyota;Sedan;automatic;125068;black;6075;5300
Toyota;Sedan;automatic;169387;white;6500;6000
Mercedes-Benz;SUV;automatic;71559;black;18550;18300
Volkswagen;Sedan;automatic;64829;black;6525;5400
BMW;SUV;automatic;83374;brown;18000;15500
Nissan;Coupe;automatic;75697;gray;8800;10300
MINI;Hatchback;automatic;60249;white;8025;8400
Toyota;Hatchback;automatic;82294;gray;9025;11000
MINI;Hatchback;automatic;65531;silver;7750;8000
Chevrolet;Van;automatic;87068;black;10250;11400
Honda;Crew Cab;automatic;117101;silver;8325;9200
Ford;Crew Cab;automatic;75558;gray;24900;29000
BMW;Sedan;automatic;91100;black;9525;9500
Chevrolet;Sedan;automatic;110202;blue;4450;5500
Dodge;Wagon;automatic;138985;red;3950;2900
Honda;Sedan;automatic;76120;gray;9500;12500
Ford;SuperCab;;107182;white;10750;11000
Dodge;SUV;automatic;135722;black;3950;4500
Ford;SUV;automatic;84486;red;10650;9100
Ford;SuperCab;automatic;102437;white;8000;7500
Chevrolet;Sedan;automatic;97504;silver;5425;5100
BMW;Coupe;automatic;112268;silver;11050;10250
Volvo;Sedan;automatic;90257;gray;6800;3500
Dodge;Sedan;automatic;113097;white;6200;8600
Chrysler;Convertible;automatic;81907;white;3975;4500
Chevrolet;Sedan;automatic;90909;gray;4600;2900
Audi;SUV;automatic;101633;gray;12600;12300
Dodge;Wagon;automatic;98721;black;5600;5300
Honda;Coupe;automatic;106521;red;7025;5600
Chevrolet;Crew Cab;automatic;106237;gray;12600;14000
BMW;Sedan;automatic;83376;black;14300;14400
Honda;Coupe;automatic;75464;black;6525;7400
Honda;Sedan;automatic;108561;gray;8900;10200
Ford;Sedan;automatic;100528;silver;4975;3700
Audi;Hatchback;automatic;60542;black;17250;18300
Dodge;Sedan;automatic;132932;black;3775;4000
Dodge;Wagon;automatic;112455;orange;3625;3900
MINI;Hatchback;manual;72700;green;6900;6500
Cadillac;Sedan;automatic;110201;black;8375;12100
Audi;Sedan;automatic;146426;black;10650;8000
MINI;Hatchback;automatic;84051;blue;7000;4400
Ford;Crew Cab;automatic;88389;white;11050;6800
GMC;SUV;;81149;black;11700;11500
BMW;Coupe;automatic;90017;blue;12100;13000
Chrysler;Sedan;automatic;112983;silver;4200;3550
Ford;SuperCab;manual;96371;gray;7825;6900
Acura;SUV;automatic;85284;silver;16350;17500
BMW;Sedan;automatic;72847;gray;10650;10500
Honda;Sedan;automatic;166787;black;6250;6400
Honda;Sedan;automatic;86147;gray;5800;6100
GMC;SUV;automatic;67896;white;20700;16300
BMW;SUV;automatic;68037;gray;16650;17500
Chrysler;Minivan;automatic;43317;blue;9725;5400
BMW;Sedan;automatic;112412;gray;12550;10900
BMW;Sedan;automatic;81317;black;14600;14500
Dodge;Quad Cab;automatic;115275;silver;9475;10000
Chevrolet;Crew Cab;automatic;63421;red;29100;36000
BMW;Sedan;automatic;77581;silver;11750;12000
Chevrolet;Extended Cab;automatic;105850;black;11850;8900
Honda;Sedan;automatic;114179;green;8650;8600
BMW;Sedan;automatic;95318;gray;12100;9600
Honda;Hatchback;manual;149757;red;2900;2200
Dodge;Sedan;automatic;118546;black;5800;5800
chevrolet;;automatic;64568;silver;8800;6500
Chevrolet;Extended Cab;automatic;107520;gray;13500;13500
Chevrolet;Regular Cab;automatic;166212;blue;1825;3400
;;automatic;80100;white;15050;15000
Chevrolet;Sedan;automatic;84281;gold;7325;6300
bmw;;automatic;99010;white;14450;12800
Dodge;Wagon;automatic;108698;white;5175;6100
Ford;SUV;automatic;86546;red;7625;5900
BMW;SUV;automatic;64115;black;17100;15750
Ford;Crew Cab;automatic;180795;white;14150;16500
Ford;SUV;;100660;black;7475;6500
Chrysler;Wagon;automatic;102192;white;2800;2900
BMW;Coupe;manual;107410;black;22900;19000
Dodge;Wagon;automatic;81971;silver;6200;2800
BMW;Sedan;automatic;94593;silver;10950;11250
BMW;Sedan;automatic;96477;gray;10000;5800
Chevrolet;Sedan;automatic;170680;white;2675;3000
Cadillac;Sedan;automatic;79004;red;12450;10700
Ford;Sedan;automatic;135414;white;3600;3700
Dodge;Sedan;automatic;105647;black;9325;9700
Chevrolet;Crew Cab;automatic;57280;black;15200;13500
Dodge;Minivan;automatic;95543;white;6625;6300
Dodge;SUV;automatic;86767;blue;9975;8500
Ford;Crew Cab;automatic;57196;white;11350;16300
Honda;Minivan;automatic;76168;white;11600;15000
Dodge;Sedan;automatic;73252;white;5125;3800
GMC;Crew Cab;automatic;54733;white;22700;24250
Dodge;Quad Cab;automatic;127791;black;9825;7000
Ford;Sedan;;118270;gray;4050;4700
Dodge;Regular Cab;manual;54520;gray;8750;7100
Chevrolet;Crew Cab;automatic;111166;blue;8350;10500
Chrysler;Sedan;automatic;138543;gray;5825;4900
Chevrolet;Sedan;automatic;198177;white;1950;2000
Ford;SUV;automatic;82356;gray;13350;14100
Honda;Coupe;automatic;95678;gray;5925;6300
BMW;Convertible;automatic;106935;gray;7900;9900
Chrysler;Wagon;automatic;114074;white;4725;3700
BMW;Sedan;automatic;36619;white;18100;19250
GMC;SUV;automatic;99911;silver;10600;10900
BMW;SUV;automatic;80783;gray;15850;16800
Honda;Minivan;automatic;72528;gray;9625;9600
MINI;Hatchback;automatic;75393;gray;8000;8100
Chevrolet;SUV;automatic;108071;gray;14950;14600
GMC;SUV;automatic;76885;silver;12000;11200
Acura;Sedan;automatic;97982;gray;9100;11250
Honda;Sedan;manual;103529;gray;7500;8000
Volkswagen;Minivan;automatic;99711;silver;6200;6000
Honda;Sedan;automatic;1;silver;7900;1300
GMC;SUV;automatic;136703;black;14050;13400
GMC;SUV;automatic;124508;white;9125;10250
Ford;SuperCab;automatic;105527;white;13150;8500
Ford;SUV;;97647;gray;10650;10900
Audi;Sedan;automatic;131245;silver;14750;17500
Dodge;Sedan;automatic;129660;silver;5400;6000
BMW;SUV;automatic;71100;black;18100;19750
Chrysler;Convertible;automatic;87630;blue;4850;4300
Honda;Sedan;automatic;131759;silver;7750;8300
Ford;Coupe;automatic;73190;black;4800;4000
Dodge;Sedan;automatic;117197;gray;3850;3500
Chrysler;Sedan;automatic;1;white;32500;1300
BMW;Coupe;manual;99109;gray;11950;12900
Chevrolet;SUV;automatic;108423;blue;4450;3100
Dodge;Sedan;automatic;70346;silver;8200;9700
Chevrolet;SUV;automatic;91902;white;13800;15500
Volkswagen;Hatchback;manual;89903;gray;4400;4800
Chevrolet;SUV;automatic;95079;white;16500;16000
Ford;Crew Cab;automatic;52845;silver;25700;30250
Honda;Coupe;automatic;50485;silver;8825;6600
BMW;Sedan;automatic;84752;black;9900;10300
Dodge;Quad Cab;automatic;62613;white;13950;10250
BMW;SUV;automatic;61934;blue;12700;10500
Ford;SuperCab;automatic;64783;black;9525;10600
GMC;Crew Cab;automatic;82034;white;28900;35500
Dodge;Sedan;automatic;127497;silver;6400;7300
Honda;Sedan;automatic;73477;silver;9975;11200
Chrysler;Minivan;automatic;128342;blue;5850;7100
Honda;Sedan;automatic;88738;black;7975;8100
Chrysler;Wagon;automatic;91111;white;3100;2450
Volkswagen;Sedan;automatic;93864;gray;5775;5000
Chevrolet;SUV;automatic;99589;blue;17250;15000
Chevrolet;Crew Cab;automatic;84157;white;9300;11800
BMW;SUV;automatic;70790;gray;16450;15100
Ford;Sedan;manual;139311;black;3200;3800
Ford;SuperCab;automatic;128624;white;8400;8800
Ford;Sedan;automatic;119779;white;4275;4000
Honda;Hatchback;automatic;93589;blue;5925;5000
Ford;SuperCrew;automatic;132553;white;12850;11100
Buick;SUV;automatic;80076;white;13150;13200
Dodge;Sedan;automatic;136348;gold;5075;4250
Chrysler;Sedan;automatic;75758;gray;4625;4600
Ford;Sedan;automatic;101943;blue;4375;3800
Volvo;Hatchback;automatic;83438;red;8725;9000
Ford;Regular Cab;automatic;126148;white;4250;3700
ford;;;109789;white;8600;8000
Nissan;SUV;automatic;96738;black;11550;12200
Toyota;Hatchback;automatic;84146;gray;7825;8300
BMW;Coupe;automatic;119085;black;7475;8200
Saturn;SUV;automatic;61213;blue;8025;7100
BMW;Sedan;automatic;160792;gray;3625;6500
BMW;Convertible;automatic;128629;gray;12750;14250
Audi;Sedan;automatic;149684;white;3900;4400
Maserati;Coupe;automatic;41225;charcoal;43500;40500
Pontiac;Sedan;automatic;112214;red;4600;5300
Acura;Sedan;automatic;92844;white;11150;13300
Land Rover;SUV;automatic;68629;white;19900;20000
Toyota;Double Cab;automatic;45505;green;25500;28000
Jeep;SUV;automatic;74449;silver;16450;18100
Pontiac;Sedan;automatic;108163;white;4925;4500
Nissan;Sedan;automatic;155645;black;3225;1800
Mercedes-Benz;Sedan;automatic;84778;black;23100;22500
Toyota;Sedan;automatic;83548;gray;7950;6800
Pontiac;Sedan;automatic;114272;black;4200;3800
Nissan;Coupe;automatic;38216;silver;11700;15000
Mercedes-Benz;Sedan;automatic;110796;black;10250;11000
Mercedes-Benz;Convertible;automatic;56519;silver;26800;25250
Nissan;Hatchback;;59539;gray;5475;4800
Kia;Minivan;automatic;97954;gold;4400;3600
Toyota;SUV;automatic;130850;green;13350;12200
Nissan;Sedan;automatic;166920;white;3075;3400
BMW;Sedan;automatic;134961;brown;7100;6200
Saturn;SUV;automatic;91873;silver;6575;4200
Mitsubishi;Double Cab;automatic;54497;black;9500;10750
Mazda;Hatchback;manual;75248;gray;7775;9900
Pontiac;Convertible;manual;65475;red;6700;6600
Acura;SUV;automatic;75670;silver;14650;14500
Jeep;SUV;automatic;1;white;5850;1800
BMW;Sedan;automatic;106149;black;7775;7800
Kia;Sedan;automatic;103027;blue;2150;3900
Audi;Sedan;automatic;107106;red;6675;7100
Scion;Wagon;automatic;91638;black;6375;7000
Lexus;Sedan;automatic;116397;black;9775;13500
BMW;Sedan;automatic;100662;black;8325;7900
;;automatic;55653;gray;41700;40500
Nissan;Hatchback;automatic;82758;white;4725;4000
Nissan;SUV;automatic;127993;brown;8150;8700
Mercury;Sedan;automatic;68929;black;7025;6400
Mercedes-Benz;SUV;automatic;91680;black;43700;43250
Pontiac;Sedan;automatic;85074;gray;6150;6500
Lexus;Sedan;automatic;88478;black;11900;12250
Jeep;SUV;automatic;111266;white;5325;4300
Mercedes-Benz;Sedan;automatic;58947;gray;19950;25000
Lexus;SUV;automatic;48297;gold;23000;26750
Land Rover;SUV;automatic;105362;blue;9175;7500
Lincoln;SUV;;145386;gray;6800;4200
Mercedes-Benz;Sedan;automatic;55311;gray;14300;15300
Kia;Minivan;automatic;107587;red;3975;2500
Lexus;SUV;automatic;83658;gray;16100;12800
Nissan;Sedan;automatic;83071;silver;6375;8250
BMW;Sedan;automatic;49733;blue;11050;14500
BMW;Coupe;automatic;110984;black;13550;13000
Toyota;Sedan;automatic;99339;gray;7450;8200
Lexus;Sedan;automatic;107787;black;10850;10700
Volvo;SUV;automatic;85840;black;10500;10750
Scion;Wagon;automatic;52860;green;7775;10900
Toyota;Hatchback;manual;111481;gray;5550;6000
Pontiac;Sedan;automatic;96070;white;6900;6000
BMW;Sedan;;98743;silver;9050;6300
Toyota;Sedan;automatic;82296;gray;7950;8300
Toyota;CrewMax Cab;automatic;59003;blue;19350;22500
bmw;;automatic;134839;white;7150;7800
Audi;Sedan;automatic;97059;silver;12650;12500
Mercedes-Benz;Sedan;automatic;101736;silver;10700;10100
Saturn;SUV;automatic;74543;blue;7425;8000
Jeep;SUV;automatic;83024;green;8725;7500
Toyota;SUV;automatic;31893;white;20400;18800
Lexus;Sedan;automatic;93594;white;19850;21000
Volkswagen;Sedan;automatic;66907;red;5900;5600
Land Rover;SUV;automatic;82038;white;22600;26000
Honda;Crew Cab;automatic;46068;black;14600;14500
Land Rover;SUV;automatic;141574;gray;14050;13800
Nissan;SUV;automatic;107973;white;10450;11200
Lexus;SUV;automatic;116133;silver;17750;17750
Volkswagen;Sedan;automatic;104453;white;4150;4600
Nissan;Sedan;automatic;80371;black;5275;5400
Jeep;SUV;automatic;133614;black;3400;4000
Lexus;Sedan;automatic;98795;white;12550;16200
Nissan;Crew Cab;automatic;57311;white;12800;11250
Mazda;Hatchback;automatic;114289;white;5025;6600
Pontiac;Coupe;automatic;93498;silver;4125;4000
BMW;Coupe;automatic;64389;black;13150;14600
HUMMER;SUV;automatic;91132;black;11950;15300
Mercedes-Benz;Coupe;automatic;64251;black;30500;30000
Acura;SUV;automatic;135515;black;9800;11700
Mazda;Minivan;automatic;80058;gray;5550;7800
Saturn;SUV;automatic;97468;gray;7350;6600
BMW;Sedan;;106155;black;7775;8700
bmw;;automatic;97470;black;18350;17100
BMW;Sedan;automatic;137800;gray;6100;6400
Infiniti;Coupe;automatic;45769;gray;14850;16750
BMW;Sedan;automatic;87836;black;8900;10800
Mercedes-Benz;Sedan;automatic;88937;burgundy;12700;13100
Mercedes-Benz;Sedan;automatic;98270;gray;20400;19800
BMW;Sedan;automatic;102975;black;8025;7000
Mercedes-Benz;SUV;automatic;80567;black;18050;14500
Mercedes-Benz;Sedan;automatic;85651;black;22200;22000
